,Título,Apoyos,Fecha,Categoría,Categoría Completa,Autores,URL,Descripción
2108,Regulación y Control del Poder y el rol del Mercado,151,2021-12-30 01:48:38,justicia,"6 - Sistema de Justicia, Órganos Autónomos de Control y Reforma Constitucional",Por Alfredo Cid,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Para que haya una economía dinámica, que dé respuesta a los intereses de los ciudadanos, se debe combatir fuertemente la existencia de monopolios, oligopolios y carteles de fijación de precios. Lo hemos visto en los últimos años con los casos de colusión en los pollos, el gas, las farmacias, los laboratorios farmacéuticos, entre muchos otros."
2109,"Reconocimiento del Estado como una entidad global, responsable del cuidado de todo el planeta y de todos los seres vivos que lo habitan. ",88,2021-12-30 01:48:21,principios,"2 - Sobre Principios Constitucionales, Democracia, Nacionalidad y Ciudadanía",Por Movimiento Proutista,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"En los últimos años, debido a la problemática del cambio climático, se ha ido generando un consciencia cada vez mayor de la necesidad de cuidar el medio ambiente. Sin embargo, estas acciones, a nuestro juicio, aún se encuentran dentro del paradigma individualista impuesto por el sistema, por un lado, y, por otro lado, por la visión dualista que la humanidad, en su mayor parte, ha cultivado históricamente.

Si bien las políticas que se han ido implementando han apuntado a hacerse cargo de la crisis medioambiental, aún están lejos de ser suficientes, ya que estas sólo incluyen la implementación de soluciones materiales a la problemática, desconociendo un factor elemental, que sin él, a nuestro juicio, no se conseguirá la sustentabilidad de las medidas que hoy se tomen. Este factor es el cambio de paradigma cultural en lo que respecta a la relación entre el ser humano y la naturaleza, del cual el Estado debe hacerse cargo."
2110,Referéndum Revocatorio,286,2021-12-30 01:47:58,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Gabriel Pulgar,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"En Chile hemos visto en muchas ocasiones cómo representantes, miembros del aparato estatal o partidos políticos son partícipes de corrupción y cohecho de forma descarada. Fuera de las sanciones penales que claramente debieran tener, hemos estado expuestos como nación a que estas personas sigan ejecutando el poder a vista y paciencia de todes, legislando en favor de sus dueños e incluso callando a aquellos que les investigan."
2111,Reconocimiento de la Lengua de señas como lengua oficial de las personas sordas,587,2021-12-30 01:47:39,derechos,4 - Derechos Fundamentales,Por Agatha Córdova A.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Actualmente, la La Ley N°21.303 que reconoce a la lengua de señas como la lengua oficial de las personas sordas. No obstante, se plantea que esto debiera estar ratificado en la constitución.
De acuerdo a las estadísticas oficiales, existen 712.005 personas con discapacidad que tiene algún grado de pérdida de audición, y de ellas se estima que 179.268 personas tienen sordera total en nuestro territorio nacional. En un deber a con la comunidad sorda reconocer la lengua de señas como la lengua oficial de las personas con discapacidad auditiva."
2112,Residencia y trabajo de gabinete en cada región,39,2021-12-30 01:47:14,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Javier Pumarino O.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"El exceso de centralización que tiene nuestro país, tiene tiradas a nuestras regiones y a los habitantes de ella. Se ha invertido poco allá, hay bajos incentivos, y en parte porque hay mucho más foco en la Región Metropolitana"
2113,Nuevo trato y simplificación de trámites para las y los ciudadanos,93,2021-12-30 01:46:38,estado,"3 - Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal",Por Carlos Riquelme Quinteros,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La actual relación entre los organismos del estado, a través de los funcionarios, y los usuarios, al momento de realizar trámites, se da en un contexto de autoridad por parte del agente del estado y de subordinado por parte del ciudadano, y no de servidor público mandatado a solucionar los requerimientos, en muchos casos obligatorios, que demanda el usuario.
Los ciudadanos y ciudadanas son obligados a presentar certificados con información que ya posee el estado al mismo estado, complejizando procesos innecesariamente y alargando el tiempo de espera en cada trámite que se debe realizar. Se fuerza a las y los ciudadanos a recorrer distintas instituciones recolectando información y trasladando documentación de una oficina a otra, que por lo general están siempre copadas con largas filas y con horarios acotados, generando problemas a cada chileno y chilena que trabajan en días hábiles. Este trato que da el estado a los y las ciudadanas, al momento de realizar trámites en los organismos públicos no cumple con los estándares de respeto y otorgamiento de bienestar que le debe a sus ciudadanos."
2114,Creación de tribunales de laborales para la Administración Pública ,72,2021-12-30 01:46:17,justicia,"6 - Sistema de Justicia, Órganos Autónomos de Control y Reforma Constitucional",Por Gabriela Pérez C.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La creación de un tribunal de justicia administrativa para funcionarios y servidores públicos de las Administración Publica del Estado
.
La Contraloría General de la República es un ente autónomo que realiza una variedad de funciones dentro de ellas revisar sumarios administrativos.
En muchas ocasiones se han visto muy desprotegidos a los trabajadores ante de abusos laborales en dónde la labor de la Contraloría no alcanza. Por tanto no existe un símil real que poseen los trabajadores por Código del trabajo como es la Inspección del trabajo o un tribunal laboral para quienes ejercemos la función pública."
2115,Renacionalización del cobre y bienes públicos estratégicos.,16422,2021-12-30 01:45:57,medio_ambiente,"5 - Medio Ambiente, Derechos de la Naturaleza, Bienes Naturales Comunes y Modelo Económico","Por Confederación de Trabajadores del Cobre, CTC",https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La Confederación de Trabajadores del Cobre presentó en junio del 2021 el documento Propuestas económicas para la Nueva Constitución: Renacionalizar el Cobre y los bienes comunes estratégicos, el cual discutió con las principales organizaciones de trabajadores del cobre durante varias semanas. Luego, presentó estas propuestas a la Convención en una audiencia concedida por la Comisión de Reglamento. La presente norma se basa en dicha propuesta de los trabajadores del cobre.

El problema a solucionar es que la histórica nacionalización del cobre presentada por el gobierno del Presidente Allende, aprobada por la unanimidad del parlamento y mantenida en la constitución actual, ha sido vulnerada flagrantemente en virtud de legislación enquistada en ésta por la dictadura y mantenida hasta hoy, lo que ha permitido que la propiedad efectiva de la mayor parte del cobre extraído así como la casi totalidad del subsuelo a lo largo del territorio nacional, haya sido usurpada a título gratuito por un reducido grupo de grandes corporaciones privadas. Una situación similar se ha dado en los principales bienes comunes del territorio nacional.

El inmenso caudal de rentas asociado a los recursos de esa manera usurpados, cuyo orden de magnitud en el sólo caso del cobre equivale a la mitad del presupuesto del Estado (CENDA 2021b), entrega a estas corporaciones una posición hegemónica que determina el rumbo general de los asuntos públicos, imponiendo un marcado sesgo rentista, extractivista y depredador a la economía y constituye la principal causa de la inequidad social.

De este modo, la recuperación del dominio público del Estado sobre los bienes estratégicos resulta una condición indispensable para la recuperación efectiva de la soberanía de los pueblos y las instituciones democráticas y sobre la determinación del curso de los asuntos públicos. Considerando el peso determinante del principal recurso del territorio, puede afirmarse con certeza que quien controla el cobre contr"
2116,POR UNA LIBERTAD DE CULTO LIBRE DE ABUSO,318,2021-12-30 01:45:36,derechos,4 - Derechos Fundamentales,Por Juan C. Claret Pool,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Creer es un derecho humano, y como tal, no puede ser sólo de interés de la feligresía. Como país debemos generar las condiciones para que quienes decidan creer lo puedan hacer libre de abusos. Y sobre esto, la regulación actual ha demostrado ser insuficiente y peligrosa para niñas, niños, adolescentes y adultos vulnerables.
En efecto, desde hace décadas, pero con mayor intensidad en los últimos años, hemos atestiguado la magnitud de los abusos sexuales en contexto religioso. Conocemos con más detalles los ocurridos en la Iglesia Católica, pero riesgo de abusos hay en todas las instituciones donde se ejerce poder sin frenos ni contrapesos, siendo actualmente los cultos religiosos uno de esos espacios donde las condiciones institucionales hacen posible el abuso, su reiteración e impunidad. 
Lo que sucede es que el abuso sexual es ante todo un abuso de poder manifestado sexualmente. Espacios donde se abusa del poder, del dinero, de las conciencias, entre otros, son espacios altamente peligrosos y donde el abuso sexual es sólo una arista más. Por tanto, para prevenir eficazmente el abuso debemos poner la mirada en el poder, lo que implica identificar las características de los espacios donde este poder se ejerce.  
Los distintos cultos, en especial el católico romano, han reaccionado desvinculando a clérigos, pero la estructura sigue igual, las víctimas continúan esperando y el riesgo para personas vulnerables sigue ahí, latente. Como país no podemos desentendernos. Debemos preguntarnos cómo ayudar a dar sentido protector a instituciones que, en la actualidad, están dotadas de amplia libertad e inmunidad, sin mayores frenos ni contrapesos, donde quien detenta puestos de poder puede ejercerlo sin consecuencias serias, con posibilidad de financiamiento público, exenciones tributarias y, en algunos casos, hasta con justicia paralela a la chilena."
2117,"AGUA: Elemento básico para la vida humana, animal, vegetal y de los ecosistemas. ",7506,2021-12-30 01:45:06,medio_ambiente,"5 - Medio Ambiente, Derechos de la Naturaleza, Bienes Naturales Comunes y Modelo Económico",Por Francisco Contardo M.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"En Chile persisten situaciones de dificultad e inequidad para el acceso al agua en sectores rurales, incluso para el consumo humano y saneamiento. Esto requiere resolverse. Y ello parte por un reconocimiento del agua como un elemento esencial para la para la vida humana, animal y vegetal y de los ecosistemas. Ante un escenario de cambio climático y de usos productivos, es necesario se aborde por vía Constitucional los preceptos básicos para aseguren derechos, deberes, delimite en líneas generales el rol del Estado y los privados, donde el Estado y propicie condiciones de institucionalidad para una adecuada y sustentable gestión de este elemento clave."
2118,Derecho a la sepultura digna conforme a las diversas maneras de entender la muerte y la conciencia de cada persona,118,2021-12-30 01:44:44,derechos,4 - Derechos Fundamentales,Por Emanuel Morales Ferrada,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Cuando fallece una persona existe solo una forma regulada por la ley sanitaria de darle sepultura. Sin embargo, esta forma no considera la sepultura digna como un derecho fundamental ni alternativas de sepulturas que se conformen a las diversas maneras de entender la muerte y la conciencia de cada persona."
2119,Propiedad sobre fondos previsionales y libertad de elección de institución que lo administre.,2203,2021-12-30 01:44:25,derechos,4 - Derechos Fundamentales,Por Joaquín Scheel F.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,Garantizar el derecho a la propiedad de los fondos previsionales. Libertad de cada persona de elegir el sistema privado y/o publico que le administre sus fondos. Que esos fondos sean heredables y sin ser gravados con impuestos abusivos.
2120,"Reconocimiento a los artistas como comunicadores de saberes, como eje transversal de la cultura y la ciudadanía ",229,2021-12-30 01:43:59,conocimiento,"7 - Sistemas de Conocimientos, Culturas, Ciencia, Tecnología, Artes y Patrimonios",Por Leonel Valenzuela A.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La cultura como eje transversal de la identidad nacional, como elemento fundamental del desarrollo educativo y espiritual deberá ser considerado como un derecho irrenunciable; en los procesos educativos y el desarrollo individual de la expresión artística, y que cuente con financiamiento digno y suficiente para su desarrollo.
En  concursos que validen principalmente LA ORIGINALIDAD y  aporte a la ciudadanía."
2121,Creación de organismos regulador con facultades de sancionar a quienes haciendo uso de autoridad realicen contratos a propósito de relaciones familiar,113,2021-12-30 01:43:30,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Krimhilda Guzmán S.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"El uso y abuso de la autoridad respecto a contratos de familiares, celebración de acuerdos ligadas a conocidos o contactos de la autoridad, falta de representación legítima y transparente ante la autoridad"
2122,"Derecho al cuidado de un hijo o hija menor de 3 años, independiente de la enfermedad",167,2021-12-30 01:43:07,derechos,4 - Derechos Fundamentales,Por Denisse Ojeda H.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Tiene que existir el derecho a que cada madre pueda cuidar a su hijo enfermo, personalmente no tengo apoyo para el cuidado de mi pequeña de 2 años, si bien va al jardín, no la reciben enferma, pasa 1 semana en el jardín y 2 semanas en la casa por qué se enferman, los permiso que tenemos en el sistema público no son suficientes por lo que uno debe acudir a las licencias, en mi caso trabajo en el hospital de Puerto Montt y las licencias tiene un límite, 180 días por 2 años, yo en pandemia me sobrepase a 400 días, ya que mi hija pasaba más enferma que sana."
2123,Derecho a los padres a educar a sus hijos,1208,2021-12-30 01:41:40,derechos,4 - Derechos Fundamentales,Por Mauricio Rodríguez R.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,El estado no puede pasar a llevar el derecho de los padres a educar o decidir por ellos que se  se enseña a sus hijos menores de edad
2124,Gobierno sin color político ,71,2021-12-28 01:07:03,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Cristine Morales F.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Los partidos políticos, producen mucha división, y tenemos que votar por un presidente que es el que más nos convence por sus principio o sus ideales, y luego el elige a sus ministros, que ni siquiera sabemos si son los más capacitados. No termina ocupando la persona más capacitada un ministerio por ejemplo. Hay personas que independiente el color político sabemos que van a manejar muy bien la economía del país u otras, que sabemos que son mucho más sensible a las necesidades sociales de las personas y por elegir a un presidente, sabemos que estamos poniendo en riesgo algunas de las  temáticas que son necesarias para la sociedad."
2125,Incorporar el Poder del Voto ciudadano en las reformas a la estructura del Estado y la Constitución,138,2021-12-28 01:06:44,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Leandro Zamudio L.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Un problema que existe actualmente en el sistema político chileno, que siempre es criticado por la ciudadanía, se puede resumir en la capacidad que tiene el estado, a través de sus poderes, de autorregularse en determinadas materias en las cuales los ciudadanos solo podemos observar.
La definición de los sueldos de las autoridades de gobierno, el tamaño del estado, la capacidad de asignarse a ellos mismos dietas, recursos y atribuciones que dan a entender que, para todo aquel que pertenezca a ese grupo de ciudadanos, posea libertades de moldear el estado sea que la ciudadanía lo apruebe o no.
Hoy en día, con excepción del plebiscito que aprobó esta constitución, la ciudadanía no ha sido determinante en ninguna otra materia con el poder de su voto. Esto hoy se delega a un parlamentario, pero, a raíz de la evidencia histórica, se ha visto que el poder legislativo ha presentado fallas en su capacidad de representar realmente a la ciudadanía en una materia donde es evidente un conflicto de interés, porque el legislador es juez y parte de sus propios beneficios."
2126,Priorización del acceso a alimentos nutricionalmente balanceados y apetecibles como prevención de la desnutrición por exceso y sus consecuencias.,157,2021-12-28 01:06:19,derechos,4 - Derechos Fundamentales,Por Fernando Lohse G.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Una problemática de enorme carga en el pueblo chileno es el sobrepeso y obesidad, que van de la mano con múltiples enfermedades crónicas no transmisibles como Diabetes Mellitus 2, Hipertensión Arterial, Síndrome Metabólico y más, que van ganando cada vez mayor prevalencia debido a el envejecimiento de la población y principalmente los estilos de vida de la población chilena. Desde mi punto de vista, el principal factor modificable que acompaña a lo anteriormente descrito, es la dieta. No existe acceso básico a alimentación con un correcto balance nutricional para la mayoría de las personas en Chile, especialmente trabajadores y personas con poco tiempo destinado a la alimentación, donde la única forma de alimentarse es en base a carbohidratos procesados. Además, existe un enorme desconocimiento sobre nutrición en la población, donde la educación sobre estilos de vida saludables debe ser principal igualmente."
2127,Plebiscitos Revocatorios para Autoridades Elegidas por Voluntad Popular,618,2021-12-28 01:05:45,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Javier Mandaleris J.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Plebistos revocatorios, actualmente las autoridades electas popularmente no tienen ningun mecanismo de control por parte de la ciudadania, es más, no tienen la capacidad para revocar su mandato en caso que estas autoridades no cumplan con los compromisos adquiridos con la cuidania o bien cometan actos que atenten contra la providad y transparencia, que es más grave, cuando algunos cargos, como los parlamentarios no existe la posibilidad de renunciar.
La ciudadania a traves de su voto entrega una potestad a personas para que ejerza el rol publico manifestandole una confianza en su eleccion, la cual hoy es ciega, perdiendo el control de la misma."
2128,TENGAMOS UN CONGRESO ELEGIDO POR MAYORIA ABSOLUTA,3324,2021-12-28 01:05:26,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por 50+UNE,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Se requiere un Congreso Nacional que sea lo más representativo posible, que tenga un buen funcionamiento y que ayude a la gobernabilidad del país.
Se busca evitar la excesiva polarización del parlamento actual, la cual parece estar por sobre la polarización de la sociedad chilena, y también la creciente fragmentación de los partidos políticos.
Se busca fortalecer a los partidos políticos y a sus directivas, en su rol de coordinar a sus parlamentarios, así como también generar incentivos para la constitución de alianzas sólidas y dinámicas."
2129,PROBIDAD Y TRANSPARENCIA,279,2021-12-28 01:05:06,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Jorge Condeza N.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"En la actual Constitución la palabra probidad aparece solo 2 veces. Y aunque transparencia  aparece mas veces, está relacionada básicamente a los temas electorales.
La corrupción es uno de los principales problemas que enfrenta Chile y se hace necesario dar una categoría a los principios de probidad y transparencia de forma que todo el aparato publico este obligado con ambos principios que reducirán en forma importante la corrupcion ya que permitirán profundizar el control ciudadano."
2130,Derecho fundamental a la representación territorial,16,2021-12-28 01:04:46,estado,"3 - Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal",Por Jorge D. Troncoso Vera,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La división política del territorio nacional debe ser repensada en función no solo de la geografía y demografía, sino que presente una coherencia que democratice más los espacios y así también lograr una mayor representatividad."
2131,DERECHO A LA SALUD BUCAL ,3753,2021-12-28 01:04:25,derechos,4 - Derechos Fundamentales,Por Patricio Neira G.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Actualmente el sistema de salud publico y privado presenta una limitada cobertura en Salud Bucal. Es necesario dar cobertura a toda la población y exigir que las isapres y fonasa cuenten con sistemas de libre atención que bonifiquen en algo las prestaciones odontológicas. El sistema actual descuenta al trabajador aproximadamente un 7% del salario para Salud, sin embargo eso deja fuera la salud bucal. Lo único considerado en el sistema de salud son algunas patologías GES qué dejan afuera a la gran mayoría de las problemáticas que aquejan a nuestra población.

Hoy en día los pacientes que no encuentran solución a sus problemas de salud bucal en el sistema publico, deben enfrentar grandes gastos económicos para poder solucionar sus problemas bucales en el sistema privado, y este gasto no es reembolsado por su sistema de salud ya sea publico o privado"
2132,"Acceso a la Salud Mental integral, oportuno y de calidad",3559,2021-12-28 01:04:02,derechos,4 - Derechos Fundamentales,Por Sebastián Olivares M.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La salud mental en Chile es muy precaria, es muy difícil acceder a terapia de salud mental y también cuesta acceder a psiquiatra. Tanto en CESFAM como en COSAM existen enormes listas de espera que no permiten recibir atención oportuna. Esta falta de cobertura impide trabajar problemas psicológicos a tiempo y causa que estos problemas se vayan profundizando.

Tenemos altos índices de depresión, trastornos de ansiedad e ideación suicida. En general vivimos estresados y estresadas, justamente por eso el acceso a la salud mental se vuelve una necesidad fundamental a medida que el ritmo de vida se acelera y se hace más difícil enfrentar el día a día. La pandemia del COVID ha destacado las deudas que ya teníamos como sociedad Chilena, pero además ha empeorado todos los índices modernos de salud mental. 

Finalmente, existe nulo enfoque de prevención de problemas de salud mental, no existe educación en psicología, tampoco existe educación en inteligencia emocional. Desde la infancia se nos enseña a producir pero no a vivir sanamente, a sentirnos bien con nuestro cuerpo, con nosotros mismos (sea cual sea nuestra identidad) y con quienes nos rodean. No se nos enseña a pensar críticamente, a resolver conflictos, a aprender cómo enfrentar la vida, etc."
2133,Participación Popular en Chile: Propuestas para una ciudadanía activa en Democracia,60,2021-12-28 01:03:40,principios,"2 - Sobre Principios Constitucionales, Democracia, Nacionalidad y Ciudadanía",Por Cristian Meneses V.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"En estos últimos años, la gente ha ido desconfiando cada vez más en la política, en especial de los partidos políticos dado que se sienten poco representados por los partidos imperantes, y nuestro sistema electoral presenta trabas para poder escoger nuevos candidatos independientes.

Lo anterior conlleva a una crisis de representatividad, puesto que aquellos representantes escogidos, particularmente diputados y senadores, muchas veces no reflejan la voluntad real de sus electores, y dan la imagen de que favorecen más a su partido que por quienes realmente debiesen representar; la gente.

Esto se evidencia en gran medida en el proceso de creación de las leyes, donde no han sido pocas las ocasiones en que los congresistas se han enfrascado en discusiones eternas que poco tienen que ver con el fondo de la ley, incluso existiendo casos de acuerdos o cuoteo politico, lo que causa que las leyes demoren más en ser promulgadas, y que a veces se rechazen leyes cuya promulgación hubiese solucionado problemas latentes en la sociedad. Sin embargo, aquellos proyectos quedan durmiendo en el Congreso, y debemos esperar, a veces años, para que aquellos proyectos sean votados, lo que significa un estancamiento en el avance de una sociedad más justa y equitativa para todas y todos."
2134,Crecimiento económico regional,188,2021-12-28 01:03:16,medio_ambiente,"5 - Medio Ambiente, Derechos de la Naturaleza, Bienes Naturales Comunes y Modelo Económico",Por Gabriela Del Río T.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La centralización de Chile en Santiago ha  generado una concentración de personas, empresas y servicios, obteniendo una ciudad altamente poblada que ha crecido significativamente sin una planificación urbana, como consecuencia los santiaguinos tenemos una pésima calidad vida, en viviendas diminutas, sin áreas verdes y con largos tiempos de desplazamiento. Por otro lado en regiones no existe desarrollo económico balanceado que permita que en las regiones las personas tengan acceso a un trabajo competitivo, acceso a servicios financieros, educacionales y de salud."
2135,La importancia de la niñez y juventud en nuestra sociedad Chilena.,151,2021-12-28 01:03:00,derechos,4 - Derechos Fundamentales,Por Pía Andrade A.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,En nuestro país no se le da la debida importancia a la niñez y a los jóvenes.
2136,"Elección popular directa de Fiscal Nacional, Fiscales Regionales, Jueces de Corte Suprema y de Apelaciones. ",401,2021-12-28 01:02:34,justicia,"6 - Sistema de Justicia, Órganos Autónomos de Control y Reforma Constitucional",Por David Andahur S.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Actualmente el desprestigio que tiene el Sistema Judicial se debe a que en la práctica, no existe la igualdad ante la Ley. Existe una Justicia para ricos y una para pobres, y solo se encarcela a los pobres. Necesitamos un Sistema Judicial donde los altos cargos, como Fiscal Nacional, Fiscales Regionales y Jueces de la Corte Suprema y de Apelaciones sean elegidos por votación popular, no designados por el Ejecutivo ni ratificados por el Congreso. Y que puedan ser destituidos si no cumplen o violan la Ley vía plebiscito revocatorio."
2137,SUPERVIGILANCIA Y MEJORA CONTINUA EN LA ENTREGA DE PRODUCTOS ESTATALES,38,2021-12-28 01:02:11,principios,"2 - Sobre Principios Constitucionales, Democracia, Nacionalidad y Ciudadanía",Por Stephen De la Cruz M.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Una de las grandes problemáticas que permite la permanencia de la desigualdad social multidimensional se encuentra en que, si bien, el Estado entrega bienes y servicios que satisfacen las necesidades de un grupo focalizado, estos no tributan a la eficacia y la calidad (principalmente en materias de salud y educación). Bajo esta propuesta, se busca generar que el Estado satisfaga las demandas generadas por la sociedad, apelando a la calidad y eficacia por normativa constitucional. Además, que estos mismos bienes y servicios entregados estén en continuo perfeccionamiento para asegurar las mejores y más modernas prestaciones."
2138,Trabajo garantizado ,69,2021-12-28 01:01:46,derechos,4 - Derechos Fundamentales,Por Héctor Alvarado A.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Que en tiempos de crisis, cómo fue en el inicio de la pandemia nadie tenía asegurado su trabajo sería bueno que el trabajo no le falte a nadie y que este sea asegurado y garantizado con buenos sueldos"
2139,"GARANTIZAR DERECHOS LABORALES FUNDAMENTALES A TODOS LOS TRABAJADORES DEL PAÍS INDEPENDIENTE DE SU CONDICIÓN LABORAL,IGUALAR BENEFICIOS PERMANENTEMENTE",181,2021-12-28 01:01:24,estado,"3 - Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal",Por Valeska Rivera R.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Existe una desigualdad en derechos laborales fundamentales y acceso a beneficios entre funcionarios públicos y trabajadores privados e independientes, perjudicando a unos y otros de diferentes maneras."
2140,Residencia de candidatos,263,2021-12-28 01:01:06,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Rodrigo Díaz Á.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Muchos representantes llegan son elegidos por partidos para determinados puestos en comunas, ciudades o regiones donde nunca han vivido ni conocen la realidad teritorial"
2141,DEFINIR INVERSIONES A NIVEL REGIONAL Y LOCAL,46,2021-12-28 01:00:40,estado,"3 - Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal",Por Patricio Vergara E.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"1.-centralismo en la decisión de inversiones desde la capital en desmedro de los gobiernos regionales y locales
2.- distribución desigual de recursos financieros entre la capital y el resto de las regiones."
2142,"Tu Fonasa,Yo Fonasa,todos somos Fonasa.",149,2021-12-28 01:00:22,derechos,4 - Derechos Fundamentales,Por Nicolás San Martín O.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,Desfinanciamiento del fondo nacional de salud del pais(FONASA)
2143,Fomento a la descentralización del Estado y las Industrias/empresas para un Desarrollo economico con mayor equidad a nivel nacional,223,2021-12-28 00:59:52,estado,"3 - Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal",Por Daniela Piña M.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"El problema se sustenta en la centralización de presupuesto, toma de decisiones, funcionamiento del Estado y sus ministerios en donde existe mucho personal, recursos, proyectos y estructura organizacional en general en los niveles centrales, en desmedro de la capacidad de gestión, de personas, de proyectos y decisiones que tienen las regiones, esto a nivel de Estado.
Asimismo, a nivel empresarial e industrial, existe poco fomento a que haya mayor descentralización de estas, ya que todas las nuevas empresas se siguen instalando en Santiago y alrededores."
2144,"Mujeres, niños, niñas y adolescentes como sujetos especiales de derecho.",1376,2021-12-28 00:58:58,derechos,4 - Derechos Fundamentales,Por Colectiva Resistencia Materna Chile,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La creación de los nuevos tribunales de familia se enmarcó en el contexto de modernizar las instituciones de justicia en la materia, teniendo la entonces nueva ley 19.968 el eje central puesto en lograr la adecuada tutela de los derechos de familia e infancia, sustentada en la anterior puesta en marcha de nuevas leyes relacionadas a los principales temas en materia de familia tales como matrimonio civil (divorcio), filiación (estatus legal de los hijos), y violencia intrafamiliar.

La promesa en ese entonces era un nuevo sistema de justicia en derecho de familia más rápido, más transparente y justo, al que pudiere acceder cualquier persona, evitando la indefensión sobre todo de aquellos más vulnerables, lo que, al día de hoy, ha quedado claramente al debe, generando una deuda histórica inmensurable en cuanto a la protección de los sujetos más importantes de resguardar, los niños, niñas adolescentes y sus madres.

Desde la implementación de la ley en el año 2005 hasta el presente, son incontables las desigualdades que han quedado al descubierto, más aún en el contexto de pandemia mundial provocada por el virus SARS-COVID19, quedando en evidencia la falta de capacidad del sistema para el cumplimiento del estándar mínimo de protección y seguridad de los derechos de aquellos grupos de mayor vulnerabilidad, en donde mujeres, niños, niñas y adolescentes se encuentran claramente instalados. 

La visibilización de la precarización de las mujeres y sus familias, la elevada cifra de hogares monomarentales a cargo de una jefa de hogar sin redes de apoyo, la falta de oportunidades laborales y de estabilidad económica de las mismas, la violencia económica representada en el fenómeno del abandono paterno, 80% de padres deudores de alimentos, incremento de 17% en el número de víctimas de VIF psicológica, física y sexual, inobservancia de otros tipos de violencia tales como violencia institucional, violencia vicaria, instrumentalización de los hijos, violencia simbólica entre"
